selectDates,balanceCounts,totalCounts,annual_real_yield_list,annual_reward_list,annual_inflation_list
 5/18, 395548, 927113, 4.84, 11.43, 5.41
 5/19, 395816, 927657, 4.81, 11.4, 5.33
 5/20, 396014, 928112, 4.78, 11.37, 5.23
 5/21, 396271, 928531, 4.75, 11.34, 5.3
 5/22, 396443, 928859, 4.72, 11.31, 5.4
 5/23, 396630, 929197, 4.72, 11.31, 5.39
 5/24, 396782, 929512, 4.84, 11.43, 5.39
 5/25, 396969, 929807, 4.82, 11.41, 5.4
 5/26, 397091, 930125, 4.81, 11.4, 5.41
 5/27, 397296, 930436, 4.76, 11.35, 5.42
 5/28, 397120, 930747, 4.75, 11.34, 5.41
 5/29, 397244, 930975, 4.74, 11.33, 5.39
 5/30, 397335, 931209, 4.7, 11.29, 5.41
 5/31, 397417, 931416, 4.87, 11.46, 5.38
 6/1, 397570, 931721, 4.81, 11.4, 5.38
 6/2, 397647, 932012, 4.7, 11.29, 5.41
 6/3, 397774, 932334, 4.7, 11.29, 5.35
 6/4, 397861, 932588, 4.67, 11.26, 5.38
 6/5, 397942, 932789, 4.65, 11.24, 5.37
 6/6, 398023, 933012, 4.68, 11.27, 5.39
 6/7, 398123, 933234, 4.66, 11.25, 5.39
 6/8, 398268, 933561, 4.68, 11.27, 5.38
 6/9, 398387, 933887, 4.65, 11.24, 5.36
 6/10, 398556, 934160, 4.42, 11.01, 5.36
 6/11, 398689, 934380, 4.41, 11.0, 5.37
 6/12, 398810, 934587, 4.39, 10.98, 5.32
 6/13, 398917, 934753, 4.4, 10.99, 5.35
 6/14, 399032, 934956, 4.41, 11.0, 5.36
 6/15, 399183, 935216, 4.39, 10.98, 5.36
 6/16, 399339, 935477, 4.39, 10.98, 5.36
 6/17, 399469, 935718, 4.39, 10.98, 5.37
 6/18, 399569, 935943, 4.36, 10.95, 5.37
 6/19, 399655, 936117, 4.34, 10.93, 5.37
 6/20, 399752, 936288, 4.36, 10.95, 5.37
 6/21, 399873, 936489, 4.44, 11.03, 5.35
 6/22, 399944, 936712, 4.41, 11.0, 5.32
 6/23, 400047, 936902, 4.34, 10.93, 5.35
 6/24, 400149, 937080, 4.32, 10.91, 5.36
 6/25, 400240, 937270, 4.29, 10.88, 5.36
 6/26, 400313, 937428, 4.31, 10.9, 5.35
 6/27, 400410, 937599, 4.27, 10.86, 5.38
 6/28, 400549, 937820, 4.4, 10.99, 5.38
 6/29, 400686, 938051, 4.39, 10.98, 5.35
 6/30, 400796, 938248, 4.27, 10.86, 5.38
 7/1, 400956, 938455, 4.26, 10.85, 5.27
 7/2, 401092, 938633, 4.25, 10.84, 5.37
 7/3, 401210, 938830, 4.22, 10.81, 5.33
 7/4, 401287, 939001, 4.24, 10.83, 5.36
 7/5, 401371, 939160, 4.22, 10.81, 5.36
 7/6, 401513, 939374, 4.19, 10.78, 5.36
 7/7, 401673, 939624, 4.19, 10.78, 5.35
 7/8, 401864, 939884, 4.16, 10.75, 5.35
 7/9, 401953, 940125, 4.14, 10.73, 5.34
 7/10, 402067, 940352, 4.17, 10.76, 5.24
 7/11, 402158, 940519, 4.16, 10.75, 5.31
 7/12, 402269, 940716, 4.16, 10.75, 5.31
 7/13, 402374, 940937, 4.03, 10.62, 5.22
 7/14, 402462, 941155, 3.96, 10.55, 5.33
 7/15, 402548, 941337, 3.95, 10.54, 5.33
 7/16, 402661, 941516, 3.95, 10.54, 5.31
 7/17, 402745, 941694, 3.96, 10.55, 5.32
 7/18, 402835, 941857, 3.92, 10.51, 5.33
 7/19, 402899, 941995, 3.89, 10.48, 5.32
 7/20, 403022, 942208, 3.86, 10.45, 5.32
 7/21, 403091, 942363, 3.82, 10.41, 5.3
 7/22, 403172, 942511, 3.84, 10.43, 5.28
 7/23, 403262, 942658, 3.82, 10.41, 5.27
 7/24, 403336, 942795, 3.81, 10.4, 5.3
 7/25, 403436, 942941, 3.77, 10.36, 5.31
 7/26, 403527, 943169, 3.94, 10.53, 5.3
 7/27, 403649, 943381, 3.92, 10.51, 5.23
 7/28, 403791, 943644, 3.9, 10.49, 5.3
 7/29, 403948, 943913, 3.89, 10.48, 5.34
 7/30, 404211, 944244, 3.89, 10.48, 5.25
 7/31, 404456, 944564, 3.9, 10.49, 5.33
 8/1, 404656, 944846, 3.86, 10.45, 5.33
 8/2, 404834, 945128, 3.85, 10.44, 5.33
 8/3, 405067, 945457, 3.84, 10.43, 5.33
 8/4, 405216, 945700, 3.82, 10.41, 5.33
 8/5, 405413, 945939, 3.83, 10.42, 5.32
 8/6, 405550, 946168, 3.81, 10.4, 5.32
 8/7, 405729, 946464, 3.82, 10.41, 5.32
 8/8, 405960, 946812, 3.86, 10.45, 5.32
 8/9, 406133, 947076, 3.84, 10.43, 5.34
 8/10, 406308, 947358, 3.82, 10.41, 5.32
 8/11, 406430, 947635, 3.73, 10.32, 5.35
 8/12, 406573, 947928, 3.71, 10.3, 5.3
 8/13, 406709, 948162, 3.7, 10.29, 5.31
 8/14, 406818, 948395, 3.59, 10.18, 5.32
 8/15, 406935, 948602, 3.52, 10.11, 5.3
 8/16, 407113, 948906, 3.63, 10.22, 5.28
 8/17, 407287, 949191, 3.64, 10.23, 5.3
 8/18, 407518, 949536, 3.71, 10.3, 5.27
 8/19, 407774, 949945, 3.74, 10.33, 5.3
 8/20, 407672, 950367, 3.74, 10.33, 5.3
 8/21, 407942, 950820, 3.75, 10.34, 5.32
 8/22, 408154, 951150, 3.74, 10.33, 5.31
 8/23, 408420, 951660, 3.79, 10.38, 5.31
 8/24, 409968, 953361, 3.77, 10.36, 5.31
 8/25, 412344, 955872, 3.65, 10.24, 5.32
 8/26, 412639, 956325, 3.23, 9.82, 5.36
 8/27, 412789, 956623, 2.93, 9.52, 5.29
 8/28, 412900, 956896, 2.91, 9.5, 5.21
 8/29, 413007, 957141, 2.86, 9.45, 5.21
 8/30, 413168, 957456, 2.83, 9.42, 5.2
 8/31, 415447, 960132, 2.83, 9.42, 5.2
 9/1, 415779, 960619, 2.78, 9.37, 5.16
 9/2, 416023, 961066, 2.72, 9.31, 5.12
 9/3, 416041, 961449, 2.67, 9.26, 5.1
 9/4, 416236, 961786, 2.63, 9.22, 5.12
 9/5, 416422, 962147, 2.6, 9.19, 5.13
 9/6, 416622, 962556, 2.42, 9.01, 5.13
 9/7, 416745, 962905, 2.39, 8.98, 5.1
 9/8, 416929, 963236, 2.36, 8.95, 5.07
 9/9, 417069, 963591, 2.3, 8.89, 5.07
 9/10, 417404, 964296, 2.29, 8.88, 5.08
 9/11, 417574, 964673, 2.36, 8.95, 5.07
 9/12, 417782, 965018, 2.38, 8.97, 5.1
 9/13, 417949, 965355, 2.76, 9.35, 5.09
 9/14, 418219, 965881, 2.77, 9.36, 5.11
 9/15, 418476, 966344, 2.78, 9.37, 5.08
 9/16, 418686, 966793, 2.79, 9.38, 5.17
 9/17, 418901, 967149, 2.84, 9.43, 5.16
 9/18, 419031, 967392, 2.82, 9.41, 5.07
 9/19, 419132, 967673, 2.79, 9.38, 5.19
 9/20, 419272, 967944, 2.74, 9.33, 5.18
 9/21, 419434, 968201, 2.82, 9.41, 5.14
 9/22, 419577, 968431, 2.83, 9.42, 5.16
 9/23, 419702, 968694, 2.81, 9.4, 5.16
 9/24, 419861, 968940, 2.88, 9.47, 5.17
 9/25, 419961, 969146, 2.88, 9.47, 5.17
 9/26, 420231, 969488, 2.95, 9.54, 5.19
 9/27, 420370, 969763, 2.81, 9.4, 5.2
 9/28, 420930, 970390, 2.83, 9.42, 5.2
 9/29, 421099, 970651, 2.82, 9.41, 5.18
 9/30, 421194, 970938, 2.84, 9.43, 5.19
 10/1, 421399, 971254, 2.82, 9.41, 5.18
 10/2, 421530, 971583, 2.83, 9.42, 5.17
 10/3, 421801, 972061, 2.9, 9.49, 5.17
 10/4, 421972, 972368, 2.95, 9.54, 5.17
 10/5, 422178, 972908, 2.94, 9.53, 5.09
 10/6, 422374, 973224, 2.96, 9.55, 5.17
 10/7, 422533, 973505, 3.0, 9.59, 5.11
 10/8, 425156, 976247, 2.98, 9.57, 5.12
 10/9, 425288, 976495, 2.98, 9.57, 5.15
 10/10, 425511, 976810, 2.97, 9.56, 5.16
 10/11, 425746, 977137, 2.98, 9.57, 5.11
 10/12, 425979, 977578, 2.97, 9.56, 5.11
 10/13, 426153, 977854, 2.98, 9.57, 5.11
 10/14, 426299, 978150, 2.98, 9.57, 5.11
 10/15, 426472, 978425, 2.97, 9.56, 5.15
 10/16, 426627, 978696, 2.94, 9.53, 5.13
 10/17, 427052, 979202, 2.91, 9.5, 5.12
 10/18, 427465, 979738, 3.09, 9.68, 5.12
 10/19, 427736, 980133, 3.1, 9.69, 5.07
 10/20, 427886, 980488, 3.1, 9.69, 5.05
 10/21, 428078, 980853, 3.1, 9.69, 4.95
 10/22, 428434, 981339, 3.1, 9.69, 4.95
 10/23, 428660, 981678, 3.13, 9.72, 4.92
 10/24, 428760, 981912, 3.16, 9.75, 4.97
 10/25, 428932, 982229, 3.17, 9.76, 4.99
 10/26, 429036, 982499, 3.15, 9.74, 5.1
 10/27, 429217, 982789, 3.16, 9.75, 4.94
 10/28, 429408, 983094, 3.12, 9.71, 4.96
 10/29, 429539, 983355, 3.11, 9.7, 5.05
 10/30, 429706, 983657, 3.09, 9.68, 5.12
 10/31, 429848, 983994, 3.11, 9.7, 5.14
 11/1, 429919, 984277, 3.12, 9.71, 5.04
 11/2, 430147, 984671, 3.13, 9.72, 5.1
 11/3, 430335, 985009, 3.19, 9.78, 5.1
 11/4, 430474, 985253, 3.2, 9.79, 4.58
 11/5, 430636, 985498, 3.18, 9.77, 5.23
 11/6, 430747, 985682, 3.17, 9.76, 5.27
 11/7, 430897, 985900, 3.16, 9.75, 5.27
 11/8, 431076, 986170, 3.16, 9.75, 5.24
 11/9, 431254, 986429, 3.15, 9.74, 5.24
 11/10, 431439, 986678, 3.16, 9.75, 5.24
 11/11, 431476, 986974, 3.16, 9.75, 5.23
 11/12, 431661, 987237, 3.17, 9.76, 5.25
 11/13, 431846, 987519, 3.14, 9.73, 5.27
 11/14, 432057, 987830, 3.17, 9.76, 5.28
 11/15, 432314, 988242, 3.17, 9.76, 5.27
 11/16, 432520, 988639, 3.2, 9.79, 5.26
 11/17, 432712, 988939, 3.21, 9.8, 5.25
 11/18, 432872, 989189, 3.24, 9.83, 5.27
 11/19, 433085, 989516, 3.24, 9.83, 3.95
 11/20, 433204, 989747, 3.23, 9.82, 6.59
,,, 3.29, 9.88, 5.27
