,address,estimatedICX,stake,totalDelegated,balance,unstake,unstakeBlockHeight,remainingBlocks,totalBonded,total,names,date
15,hx85532472e789802a943bd34a8aeb86668bc23265,0.0,0.0,0.0,2041053.5830325573,0.0,0.0,0.0,0.0,2041053.5830325573,unkEx_c_01,2021_01_22
16,hx8d28bc4d785d331eb4e577135701eb388e9a469d,0.0,0.0,0.0,1769031.0784435654,0.0,0.0,0.0,0.0,1769031.0784435654,upbit_hot_04,2021_01_22
17,hx94a7cd360a40cbf39e92ac91195c2ee3c81940a6,14398.089574074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unkEx_c_02,2021_01_22
18,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,binance_cold_02,2021_01_22
19,hx9f0c84a113881f0617172df6fc61a8278eb540f5,109146.31330668284,20000000.0,19000000.0,57063045.8349028,0.0,0.0,0.0,1000000.0,77063045.8349028,binance_cold_03,2021_01_22
20,hxa390d24fdcba68515b492ffc553192802706a121,0.0,0.0,0.0,1110766.835966799,0.0,0.0,0.0,0.0,1110766.835966799,bitvavo_hot,2021_01_22
21,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,0.99875,0.0,0.0,0.0,0.0,0.99875,binance.us,2021_01_22
22,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,87244.30903986622,0.0,0.0,0.0,0.0,87244.30903986622,crypto.com_hot_01,2021_01_22
23,hxbb984f278abd66ae2155edbd91f8c87ce98411c8,0.0,0.0,0.0,2305132.640150835,0.0,0.0,0.0,0.0,2305132.640150835,kucoin,2021_01_22
24,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,50.00001994137636,0.0,0.0,0.0,0.0,50.00001994137636,upbit_hot_old,2021_01_22
25,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,0.99875,0.0,0.0,0.0,0.0,0.99875,binance_hot,2021_01_22
26,hxc8377a960d4eb484a3b8a733012995583dda0813,0.0,0.0,0.0,0.09875,0.0,0.0,0.0,0.0,0.09875,easy_crypto,2021_01_22
27,hxd7a34c15c2345d9f0891545350181c7b162d9e08,0.0,0.0,0.0,848413.1007671,0.0,0.0,0.0,0.0,848413.1007671,bitvavo_cold_02,2021_01_22
28,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,1729075.687176755,0.0,0.0,0.0,0.0,1729075.687176755,huobi_01,2021_01_22
29,hxddec6fb21f9618b537e930eaefd7eda5682d9dc8,0.0,0.0,0.0,2829524.26168658,0.0,0.0,0.0,0.0,2829524.26168658,crypto.com_cold_01,2021_01_22
30,hxe5327aade005b19cb18bc993513c5cfcacd159e9,0.0,0.0,0.0,3376.306570850083,0.0,0.0,0.0,0.0,3376.306570850083,XGO,2021_01_22
31,hxe6fd1cf97409cb6d7f36781c3824ba1a13553d39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,huobi_02,2021_01_22
32,hxf2b4e7eab4f14f49e5dce378c2a0389c379ac628,0.0,0.0,0.0,1765937.048665732,0.0,0.0,0.0,0.0,1765937.048665732,upbit_hot_05,2021_01_22
33,hxfdb57e23c32f9273639d6dda45068d85ee43fe08,0.0,0.0,0.0,1779939.458358796,0.0,0.0,0.0,0.0,1779939.458358796,upbit_hot_02,2021_01_22
34,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,0.0,0.0,0.0,10001.995,0.0,0.0,0.0,0.0,10001.995,velic_stave,2021_01_22
35,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,23399.109187847447,0.0,0.0,0.0,,23399.109187847447,latoken,2021_02_08
36,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,39999999.99975,0.0,0.0,0.0,,39999999.99975,binance_cold1,2021_02_08
37,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,2197899.80469811,0.0,0.0,0.0,,2197899.80469811,velic_hot,2021_02_08
38,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,32356.78243724,0.0,0.0,0.0,,32356.78243724,coinex,2021_02_08
39,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,22815945.947750725,0.0,0.0,0.0,,22815945.947750725,upbit_cold,2021_02_08
40,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,16630661.924884764,0.0,0.0,0.0,,16630661.924884764,kraken_hot,2021_02_08
41,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_08
42,hx9f0c84a113881f0617172df6fc61a8278eb540f5,0.0,0.0,0.0,31831889.86726356,0.0,0.0,0.0,,31831889.86726356,binance_cold3,2021_02_08
43,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,4853699.768243013,0.0,0.0,0.0,,4853699.768243013,binance.us,2021_02_08
44,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,199517.22364595145,0.0,0.0,0.0,,199517.22364595145,crypto.com,2021_02_08
45,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,927006.644992162,0.0,0.0,0.0,,927006.644992162,upbit,2021_02_08
46,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,7010165.277139231,0.0,0.0,0.0,,7010165.277139231,binance_hot,2021_02_08
47,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,4310349.248672096,0.0,0.0,0.0,,4310349.248672096,huobi,2021_02_08
48,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,36027.358005401235,1300000.0,1300000.0,120615.84376076562,0.0,0.0,0.0,,1420615.8437607656,velic_stave,2021_02_08
49,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,19949.10418784745,0.0,0.0,0.0,,19949.10418784745,latoken,2021_02_14
50,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,39999999.99975,0.0,0.0,0.0,,39999999.99975,binance_cold1,2021_02_14
51,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,1128698.94499596,0.0,0.0,0.0,,1128698.94499596,velic_hot,2021_02_14
52,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,33833.87851208,0.0,0.0,0.0,,33833.87851208,coinex,2021_02_14
53,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,19991726.45899628,0.0,0.0,0.0,,19991726.45899628,upbit_cold,2021_02_14
54,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,17120766.702501,0.0,0.0,0.0,,17120766.702501,kraken_hot,2021_02_14
55,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_14
56,hx9f0c84a113881f0617172df6fc61a8278eb540f5,0.0,0.0,0.0,26831889.866013557,0.0,0.0,0.0,,26831889.866013557,binance_cold3,2021_02_14
57,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,3481965.9670471437,0.0,0.0,0.0,,3481965.9670471437,binance.us,2021_02_14
58,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,432490.7851491009,0.0,0.0,0.0,,432490.7851491009,crypto.com,2021_02_14
59,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,739850.2257565594,0.0,0.0,0.0,,739850.2257565594,upbit,2021_02_14
60,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,6652191.391872281,0.0,0.0,0.0,,6652191.391872281,binance_hot,2021_02_14
61,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,4756511.546619258,0.0,0.0,0.0,,4756511.546619258,huobi,2021_02_14
62,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,38367.34998070988,1300000.0,1300000.0,120615.84376076562,0.0,0.0,0.0,,1420615.8437607656,velic_stave,2021_02_14
63,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,18990.101687847447,0.0,0.0,0.0,,18990.101687847447,latoken,2021_02_15
64,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,39999999.99975,0.0,0.0,0.0,,39999999.99975,binance_cold1,2021_02_15
65,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,1040835.05767717,0.0,0.0,0.0,,1040835.05767717,velic_hot,2021_02_15
66,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,36897.23783504,0.0,0.0,0.0,,36897.23783504,coinex,2021_02_15
67,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,18291726.45649628,0.0,0.0,0.0,,18291726.45649628,upbit_cold,2021_02_15
68,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,17223865.49736901,0.0,0.0,0.0,,17223865.49736901,kraken_hot,2021_02_15
69,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_15
70,hx9f0c84a113881f0617172df6fc61a8278eb540f5,0.0,0.0,0.0,26831889.866013557,0.0,0.0,0.0,,26831889.866013557,binance_cold3,2021_02_15
71,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,3284226.4246319034,0.0,0.0,0.0,,3284226.4246319034,binance.us,2021_02_15
72,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,384042.38153922674,0.0,0.0,0.0,,384042.38153922674,crypto.com,2021_02_15
73,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,787707.5731830694,0.0,0.0,0.0,,787707.5731830694,upbit,2021_02_15
74,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,6427686.723665541,0.0,0.0,0.0,,6427686.723665541,binance_hot,2021_02_15
75,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,4456774.10812718,0.0,0.0,0.0,,4456774.10812718,huobi,2021_02_15
76,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,39313.51124614198,1100000.0,1100000.0,20615.839490765626,200000.0,30905149.0,310605.0,,1320615.8394907657,velic_stave,2021_02_15
77,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,17920.09918784745,0.0,0.0,0.0,,17920.09918784745,latoken,2021_02_16
78,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,100810611.99975,0.0,0.0,0.0,,100810611.99975,binance_cold1,2021_02_16
79,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,1108113.84802584,0.0,0.0,0.0,,1108113.84802584,velic_hot,2021_02_16
80,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,39239.94871252,0.0,0.0,0.0,,39239.94871252,coinex,2021_02_16
81,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,17711431.810813688,0.0,0.0,0.0,,17711431.810813688,upbit_cold,2021_02_16
82,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,16991099.19403136,0.0,0.0,0.0,,16991099.19403136,kraken_hot,2021_02_16
83,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_16
84,hx9f0c84a113881f0617172df6fc61a8278eb540f5,0.0,0.0,0.0,26831889.866013557,0.0,0.0,0.0,,26831889.866013557,binance_cold3,2021_02_16
85,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,3224183.161284233,0.0,0.0,0.0,,3224183.161284233,binance.us,2021_02_16
86,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,212526.0889353093,0.0,0.0,0.0,,212526.0889353093,crypto.com,2021_02_16
87,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,661330.1324105221,0.0,0.0,0.0,,661330.1324105221,upbit,2021_02_16
88,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,6707397.95646102,0.0,0.0,0.0,,6707397.95646102,binance_hot,2021_02_16
89,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,4254317.99274729,0.0,0.0,0.0,,4254317.99274729,huobi,2021_02_16
90,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,39744.79191358024,1100000.0,1100000.0,20615.839490765626,200000.0,30905149.0,271228.0,,1320615.8394907657,velic_stave,2021_02_16
91,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,17370.097937847448,0.0,0.0,0.0,,17370.097937847448,latoken,2021_02_17
92,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,107824533.9985,0.0,0.0,0.0,,107824533.9985,binance_cold1,2021_02_17
93,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,599259.64685963,0.0,0.0,0.0,,599259.64685963,velic_hot,2021_02_17
94,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,30602.09232682,0.0,0.0,0.0,,30602.09232682,coinex,2021_02_17
95,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,18292427.8344278,0.0,0.0,0.0,,18292427.8344278,upbit_cold,2021_02_17
96,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,17087514.221487664,0.0,0.0,0.0,,17087514.221487664,kraken_hot,2021_02_17
97,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_17
98,hx9f0c84a113881f0617172df6fc61a8278eb540f5,0.0,0.0,0.0,37498777.86601356,0.0,0.0,0.0,,37498777.86601356,binance_cold3,2021_02_17
99,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,3125875.2808557837,0.0,0.0,0.0,,3125875.2808557837,binance.us,2021_02_17
100,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,102710.54734700931,0.0,0.0,0.0,,102710.54734700931,crypto.com,2021_02_17
101,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,775606.8549224121,0.0,0.0,0.0,,775606.8549224121,upbit,2021_02_17
102,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,4091953.36072488,0.0,0.0,0.0,,4091953.36072488,binance_hot,2021_02_17
103,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,4195617.96791612,0.0,0.0,0.0,,4195617.96791612,huobi,2021_02_17
104,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,40151.03820987654,1100000.0,1100000.0,20615.839490765626,200000.0,30905149.0,228441.0,,1320615.8394907657,velic_stave,2021_02_17
105,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,15970.095437847447,0.0,0.0,0.0,,15970.095437847447,latoken,2021_02_18
106,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,107824533.9985,0.0,0.0,0.0,,107824533.9985,binance_cold1,2021_02_18
107,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,306625.11747003,0.0,0.0,0.0,,306625.11747003,velic_hot,2021_02_18
108,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,30432.97063959,0.0,0.0,0.0,,30432.97063959,coinex,2021_02_18
109,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,19180128.16490005,0.0,0.0,0.0,,19180128.16490005,upbit_cold,2021_02_18
110,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,17148105.03230539,0.0,0.0,0.0,,17148105.03230539,kraken_hot,2021_02_18
111,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_18
112,hx9f0c84a113881f0617172df6fc61a8278eb540f5,0.0,0.0,0.0,32498777.864763554,0.0,0.0,0.0,,32498777.864763554,binance_cold3,2021_02_18
113,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,2965429.4892159835,0.0,0.0,0.0,,2965429.4892159835,binance.us,2021_02_18
114,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,347092.5052814321,0.0,0.0,0.0,,347092.5052814321,crypto.com,2021_02_18
115,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,741015.4920064155,0.0,0.0,0.0,,741015.4920064155,upbit,2021_02_18
116,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,5522981.259242841,0.0,0.0,0.0,,5522981.259242841,binance_hot,2021_02_18
117,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,4096783.9354729657,0.0,0.0,0.0,,4096783.9354729657,huobi,2021_02_18
118,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,40558.19947530864,1100000.0,1100000.0,20615.839490765626,200000.0,30905149.0,185559.0,,1320615.8394907657,velic_stave,2021_02_18
119,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,15045.092937847448,0.0,0.0,0.0,,15045.092937847448,latoken,2021_02_19
120,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,49999999.99975,0.0,0.0,0.0,,49999999.99975,binance_cold1,2021_02_19
121,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,442463.77474441,0.0,0.0,0.0,,442463.77474441,velic_hot,2021_02_19
122,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,51728.60726249,0.0,0.0,0.0,,51728.60726249,coinex,2021_02_19
123,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,20652874.16580984,0.0,0.0,0.0,,20652874.16580984,upbit_cold,2021_02_19
124,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,17808663.798640102,0.0,0.0,0.0,,17808663.798640102,kraken_hot,2021_02_19
125,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_19
126,hx9f0c84a113881f0617172df6fc61a8278eb540f5,7022.141203703704,30000000.0,30000000.0,50923311.85673355,0.0,0.0,0.0,,80923311.85673356,binance_cold3,2021_02_19
127,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,2614966.9779392434,0.0,0.0,0.0,,2614966.9779392434,binance.us,2021_02_19
128,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,330528.44193815737,0.0,0.0,0.0,,330528.44193815737,crypto.com,2021_02_19
129,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,916067.9750356902,0.0,0.0,0.0,,916067.9750356902,upbit,2021_02_19
130,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,7937580.871737395,0.0,0.0,0.0,,7937580.871737395,binance_hot,2021_02_19
131,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,3956531.340458996,0.0,0.0,0.0,,3956531.340458996,huobi,2021_02_19
132,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,41375.26691358025,1100000.0,1100000.0,20615.839490765626,200000.0,30905149.0,99345.0,,1320615.8394907657,velic_stave,2021_02_19
133,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,15045.092937847448,0.0,0.0,0.0,,15045.092937847448,latoken,2021_02_20
134,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,49999999.99975,0.0,0.0,0.0,,49999999.99975,binance_cold1,2021_02_20
135,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,317753.91660178,0.0,0.0,0.0,,317753.91660178,velic_hot,2021_02_20
136,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,50377.89252762,0.0,0.0,0.0,,50377.89252762,coinex,2021_02_20
137,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,20652874.16580984,0.0,0.0,0.0,,20652874.16580984,upbit_cold,2021_02_20
138,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,17794109.462369267,0.0,0.0,0.0,,17794109.462369267,kraken_hot,2021_02_20
139,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_20
140,hx9f0c84a113881f0617172df6fc61a8278eb540f5,16928.761574074073,30000000.0,30000000.0,50923311.85673355,0.0,0.0,0.0,,80923311.85673356,binance_cold3,2021_02_20
141,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,1949895.4396371837,0.0,0.0,0.0,,1949895.4396371837,binance.us,2021_02_20
142,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,276962.63747650787,0.0,0.0,0.0,,276962.63747650787,crypto.com,2021_02_20
143,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,944654.0069603632,0.0,0.0,0.0,,944654.0069603632,upbit,2021_02_20
144,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,6635695.396342483,0.0,0.0,0.0,,6635695.396342483,binance_hot,2021_02_20
145,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,4537027.833668464,0.0,0.0,0.0,,4537027.833668464,huobi,2021_02_20
146,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,41738.50966049383,1100000.0,1100000.0,20615.839490765626,200000.0,30905149.0,57098.0,,1320615.8394907657,velic_stave,2021_02_20
147,hx14ea4bca6f205fecf677ac158296b7f352609871,0.0,0.0,0.0,14595.091687847447,0.0,0.0,0.0,,14595.091687847447,latoken,2021_02_21
148,hx1729b35b690d51e9944b2e94075acff986ea0675,0.0,0.0,0.0,49999999.99975,0.0,0.0,0.0,,49999999.99975,binance_cold1,2021_02_21
149,hx307c01535bfd1fb86b3b309925ae6970680eb30d,0.0,0.0,0.0,352505.14242486,0.0,0.0,0.0,,352505.14242486,velic_hot,2021_02_21
150,hx3881f2ba4e3265a11cf61dd68a571083c7c7e6a5,0.0,0.0,0.0,52374.24751752,0.0,0.0,0.0,,52374.24751752,coinex,2021_02_21
151,hx562dc1e2c7897432c298115bc7fbcc3b9d5df294,0.0,0.0,0.0,21470157.51959168,0.0,0.0,0.0,,21470157.51959168,upbit_cold,2021_02_21
152,hx68646780e14ee9097085f7280ab137c3633b4b5f,0.0,0.0,0.0,18049611.930199377,0.0,0.0,0.0,,18049611.930199377,kraken_hot,2021_02_21
153,hx99cc8eb746de5885f5e5992f084779fc0c2c135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,binance_cold2,2021_02_21
154,hx9f0c84a113881f0617172df6fc61a8278eb540f5,26810.42824074074,30000000.0,30000000.0,50923311.85673355,0.0,0.0,0.0,,80923311.85673356,binance_cold3,2021_02_21
155,hxa527f96d8b988a31083167f368105fc0f2ab1143,0.0,0.0,0.0,6556094.916620742,0.0,0.0,0.0,,6556094.916620742,binance.us,2021_02_21
156,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,0.0,0.0,0.0,184016.5874003927,0.0,0.0,0.0,,184016.5874003927,crypto.com,2021_02_21
157,hxbf90314546bbc3ed980454c9e2a9766160389302,0.0,0.0,0.0,1235331.1697353458,0.0,0.0,0.0,,1235331.1697353458,upbit,2021_02_21
158,hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.0,0.0,0.0,4074299.770949993,0.0,0.0,0.0,,4074299.770949993,binance_hot,2021_02_21
159,hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.0,0.0,0.0,4465524.618279361,0.0,0.0,0.0,,4465524.618279361,huobi,2021_02_21
160,hxff1c8ebad1a3ce1ac192abe49013e75db49057f8,42100.83743827161,1100000.0,1100000.0,20615.839490765626,200000.0,30905149.0,14291.0,,1320615.8394907657,velic_stave,2021_02_21
